EstablishmentDetail - FHRSID,EstablishmentDetail - RatingKey,EstablishmentDetail - SchemeType,EstablishmentDetail - RatingValue,BusinessName,EstablishmentDetail - BusinessType,EstablishmentDetail - BusinessTypeID,EstablishmentDetail - NewRatingPending,EstablishmentDetail - LocalAuthorityCode,EstablishmentDetail - LocalAuthorityName,EstablishmentDetail - LocalAuthorityWebSite,EstablishmentDetail - LocalAuthorityBusinessID,EstablishmentDetail - LocalAuthorityEmailAddress,EstablishmentDetail - RatingDate,EstablishmentDetail - RatingDate - xsi:nil,EstablishmentDetail - AddressLine1,EstablishmentDetail - AddressLine2,EstablishmentDetail - AddressLine3,EstablishmentDetail - PostCode,EstablishmentDetail - Geocode - Latitude,EstablishmentDetail - Geocode - Longitude,EstablishmentDetail - Scores - Hygiene,EstablishmentDetail - Scores - Structural,EstablishmentDetail - Scores - ConfidenceInManagement,EstablishmentDetail - AddressLine4
852521,fhrs_4_en-GB,FHRS,4,Fox's Marina Yacht Club,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173578,foodsafety@baberghmidsuffolk.gov.uk,2018-03-21,,Foxs Marina,The Strand,Wherstead,IP2 8NL,,,10,10,0,IPSWICH
526324,fhrs_exempt_en-GB,FHRS,Exempt,Freston Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015991,foodsafety@baberghmidsuffolk.gov.uk,2011-03-14,,The Street,Freston,IPSWICH,IP9 1AH,52.00669900000000,1.16230400000000,,,,Suffolk
903885,fhrs_exempt_en-GB,FHRS,Exempt,Friday Lunch Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000174137,foodsafety@baberghmidsuffolk.gov.uk,2012-06-27,,Ansell Centre,Market Place,Hadleigh,IP7 5DL,52.04284100000000,0.95402900000000,,,,IPSWICH
704088,fhrs_5_en-GB,FHRS,5,Fulibroch Dairy,Farmers/growers,7838,False,297,Babergh,http://www.babergh.gov.uk/,PI/000038196,foodsafety@baberghmidsuffolk.gov.uk,2017-07-05,,Oak Tree Cottage,Sudbury Road,Bures St Mary,CO8 5JT,51.99043500000000,0.76988300000000,0,0,0,BURES
526494,fhrs_5_en-GB,FHRS,5,Gainsborough Service Station,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000025452,foodsafety@baberghmidsuffolk.gov.uk,2015-12-22,,6 Northern Road,Chilton Industrial Estate,SUDBURY,CO10 2XD,52.04140500000000,0.74851900000000,0,0,5,Suffolk
526268,fhrs_exempt_en-GB,FHRS,Exempt,Gainsborough's House,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011888,foodsafety@baberghmidsuffolk.gov.uk,2012-05-02,,Gainsborough House,46 Gainsborough Street,SUDBURY,CO10 2EU,52.03817900000000,0.72754100000000,,,,Suffolk
713391,fhrs_4_en-GB,FHRS,4,Galloping Chef Ltd,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000107403,foodsafety@baberghmidsuffolk.gov.uk,2017-05-18,,Unit 2,Perry Barn,Burstall Lane,IP8 3DJ,52.06018700000000,1.07774900000000,5,5,10,Sproughton
831625,fhrs_5_en-GB,FHRS,5,Gamekeepers Daughter,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000030130,foodsafety@baberghmidsuffolk.gov.uk,2015-11-20,,,,,,,,0,0,5,
526189,fhrs_5_en-GB,FHRS,5,Gardeners Arms,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000005105,foodsafety@baberghmidsuffolk.gov.uk,2017-11-22,,Manningtree Road,Stutton,IPSWICH,IP9 2TG,51.96808600000000,1.11416700000000,0,5,5,Suffolk
526728,fhrs_5_en-GB,FHRS,5,Gemini Care,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000055391,foodsafety@baberghmidsuffolk.gov.uk,2017-05-16,,The Lodge Residential Home,Old London Road,Copdock And Washbrook,IP8 3JD,52.02946800000000,1.08069700000000,5,5,5,IPSWICH
627792,fhrs_exempt_en-GB,FHRS,Exempt,Gemma's Occasion Cakes,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000006688,foodsafety@baberghmidsuffolk.gov.uk,2014-01-20,,,,,,,,,,,
1031109,fhrs_5_en-GB,FHRS,5,Georgios Oven Fresh Pizza,Mobile caterer,7846,False,297,Babergh,http://www.babergh.gov.uk/,PI/000048779,foodsafety@baberghmidsuffolk.gov.uk,2018-02-07,,,,,,,,5,5,0,
526500,fhrs_exempt_en-GB,FHRS,Exempt,Giffords Hall Vineyard,Farmers/growers,7838,False,297,Babergh,http://www.babergh.gov.uk/,PI/000026065,foodsafety@baberghmidsuffolk.gov.uk,2013-08-21,,Giffords Hall,Hartest Hill,Shimpling,IP29 4EX,52.13098000000000,0.69384100000000,,,,BURY ST EDMUNDS
759007,fhrs_5_en-GB,FHRS,5,Gigi's Trattoria,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170942,foodsafety@baberghmidsuffolk.gov.uk,2017-05-16,,Gigis Trattoria,Little St Marys,Long Melford,CO10 9LQ,52.07396700000000,0.71603300000000,5,5,0,SUDBURY
989357,fhrs_5_en-GB,FHRS,5,Glemsford Post Office & Stores,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176148,foodsafety@baberghmidsuffolk.gov.uk,2018-01-05,,8-10 Broadway,Glemsford,SUDBURY,CO10 7RB,52.10369900000000,0.66836300000000,0,0,5,Suffolk
526223,fhrs_5_en-GB,FHRS,5,Glemsford Primary Academy,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000007047,foodsafety@baberghmidsuffolk.gov.uk,2016-04-12,,Glemsford CP School,Lion Road,Glemsford,CO10 7RF,52.10281500000000,0.66689300000000,0,0,0,SUDBURY
526262,fhrs_4_en-GB,FHRS,4,Glemsford Social Club,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011499,foodsafety@baberghmidsuffolk.gov.uk,2010-09-15,,25-27 Hunts Hill,Glemsford,SUDBURY,CO10 7RP,52.09769300000000,0.66793100000000,0,0,10,Suffolk
526261,fhrs_exempt_en-GB,FHRS,Exempt,Glemsford Village Hall and Library,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011497,foodsafety@baberghmidsuffolk.gov.uk,2010-09-15,,Glemsford Village Hall,Tower Meadow,Tye Green,CO10 7RH,52.09993700000000,0.66653200000000,,,,Glemsford
526736,fhrs_5_en-GB,FHRS,5,Good View,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000055959,foodsafety@baberghmidsuffolk.gov.uk,2016-10-07,,57 North Street,SUDBURY,Suffolk,CO10 1RE,52.04139400000000,0.72967700000000,5,0,5,
680090,fhrs_5_en-GB,FHRS,5,Grays Takeaway,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000169623,foodsafety@baberghmidsuffolk.gov.uk,2017-10-25,,169 Angel Street,Hadleigh,IPSWICH,IP7 5BY,52.04781800000000,0.96033800000000,5,5,5,Suffolk
526490,fhrs_exempt_en-GB,FHRS,Exempt,Great Cornard Parish Council,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000025077,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,The Stevenson Centre,Stevenson Approach,Great Cornard,CO10 0WD,52.02996800000000,0.74765700000000,,,,SUDBURY
526350,fhrs_exempt_en-GB,FHRS,Exempt,Great Cornard Sports Centre,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016051,foodsafety@baberghmidsuffolk.gov.uk,2012-08-06,,Head Lane,Great Cornard,SUDBURY,CO10 0JU,52.02452600000000,0.74961200000000,,,,Suffolk
812419,fhrs_5_en-GB,FHRS,5,Great Waldingfield Post Office,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000172473,foodsafety@baberghmidsuffolk.gov.uk,2017-04-19,,Post Office Stores,Lavenham Road,"The Heath, Great Waldingfield",CO10 0SA,52.05705200000000,0.77543300000000,0,5,5,SUDBURY
526530,fhrs_5_en-GB,FHRS,5,Great Waldingfield Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000034607,foodsafety@baberghmidsuffolk.gov.uk,2016-10-12,,Folly Road,Great Waldingfield,SUDBURY,CO10 0RR,52.05630300000000,0.77703500000000,5,5,5,Suffolk
526844,fhrs_exempt_en-GB,FHRS,Exempt,Great Waldingfield Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104772,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,Lavenham Road,"The Heath, Great Waldingfield",SUDBURY,CO10 0SE,52.05986400000000,0.77782500000000,,,,Suffolk
737678,fhrs_5_en-GB,FHRS,5,Greggs,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170547,foodsafety@baberghmidsuffolk.gov.uk,2016-11-02,,5 Market Hill,SUDBURY,Suffolk,CO10 2EA,52.03868300000000,0.73022500000000,0,5,0,
526643,fhrs_5_en-GB,FHRS,5,Greggs,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000048793,foodsafety@baberghmidsuffolk.gov.uk,2017-02-08,,58 High Street,Hadleigh,IPSWICH,IP7 5AL,52.04357500000000,0.95417900000000,0,5,0,Suffolk
526840,fhrs_5_en-GB,FHRS,5,Grover And Allen (J D Wetherspoon),Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104674,foodsafety@baberghmidsuffolk.gov.uk,2017-06-09,,The Grover and Allen,67-70 North Street,SUDBURY,CO10 1RF,52.04032300000000,0.73088000000000,5,0,0,Suffolk
526531,fhrs_exempt_en-GB,FHRS,Exempt,Gt Waldingfield Bowls & Social Club,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000034618,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,Great Waldingfield Bowls And Social Club,Ten Tree Road,Great Waldingfield,CO10 0SD,52.05990200000000,0.77432600000000,,,,SUDBURY
526252,fhrs_exempt_en-GB,FHRS,Exempt,H Byham & Son Ltd,Distributors/Transporters,7,False,297,Babergh,http://www.babergh.gov.uk/,PI/000011211,foodsafety@baberghmidsuffolk.gov.uk,2013-06-20,,89 Ballingdon Street,SUDBURY,Suffolk,CO10 2DA,52.03425300000000,0.71722600000000,,,,
526892,fhrs_exempt_en-GB,FHRS,Exempt,Hadleigh Bowling Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000108396,foodsafety@baberghmidsuffolk.gov.uk,2011-11-02,,Stone Street,Hadleigh,IPSWICH,IP7 6ND,52.07633000000000,0.99583900000000,,,,Suffolk
526644,fhrs_5_en-GB,FHRS,5,Hadleigh Community Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000048796,foodsafety@baberghmidsuffolk.gov.uk,2016-04-13,,Station Road,Hadleigh,IPSWICH,IP7 5HQ,52.04095600000000,0.95714200000000,0,0,0,Suffolk
526360,fhrs_exempt_en-GB,FHRS,Exempt,Hadleigh Cricket Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016407,foodsafety@baberghmidsuffolk.gov.uk,2011-10-12,,The Pavilion,Friars Road,Hadleigh,IP7 6DF,52.04873300000000,0.94611800000000,,,,IPSWICH
526705,fhrs_5_en-GB,FHRS,5,Hadleigh Fast Food,Takeaway/sandwich shop,7844,False,297,Babergh,http://www.babergh.gov.uk/,PI/000053298,foodsafety@baberghmidsuffolk.gov.uk,2017-06-23,,69 High Street,Hadleigh,IPSWICH,IP7 5DY,52.04413500000000,0.95335600000000,5,0,5,Suffolk
989358,fhrs_5_en-GB,FHRS,5,Hadleigh Hall Nursing Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176336,foodsafety@baberghmidsuffolk.gov.uk,2017-06-30,,Hadleigh Nursing Home,1 Friars Road,Hadleigh,IP7 6DF,52.04862594604490,0.94568800926208,5,0,5,IPSWICH
526145,fhrs_5_en-GB,FHRS,5,Hadleigh High School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000002354,foodsafety@baberghmidsuffolk.gov.uk,2016-10-11,,Highlands Road,Hadleigh,IPSWICH,IP7 5HU,52.04218100000000,0.96243000000000,0,5,0,Suffolk
526793,fhrs_exempt_en-GB,FHRS,Exempt,Hadleigh Rugby Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100609,foodsafety@baberghmidsuffolk.gov.uk,2012-08-20,,Layham Road,Hadleigh,IPSWICH,IP7 5NE,52.03986100000000,0.95275300000000,,,,Suffolk
526144,fhrs_exempt_en-GB,FHRS,Exempt,Hadleigh Swimming Pool,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000002353,foodsafety@baberghmidsuffolk.gov.uk,2011-01-25,,Stonehouse Road,Hadleigh,IPSWICH,IP7 5BH,52.04460400000000,0.96082500000000,,,,Suffolk
526900,fhrs_5_en-GB,FHRS,5,Hadleigh United Football Club,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000109799,foodsafety@baberghmidsuffolk.gov.uk,2011-01-21,,Layham Road Sports Ground,Tinkers Lane,Hadleigh,IP7 5NG,52.04012800000000,0.95573100000000,0,5,0,IPSWICH
903883,fhrs_5_en-GB,FHRS,5,Hadley's Dairy Products Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173598,foodsafety@baberghmidsuffolk.gov.uk,2016-07-21,,91 High Street,Lavenham,SUDBURY,CO10 9PZ,52.10844000000000,0.79550900000000,5,5,0,Suffolk
526493,fhrs_5_en-GB,FHRS,5,Hampden House Hostel,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000025436,foodsafety@baberghmidsuffolk.gov.uk,2013-05-28,,Hampden House,Cats Lane,SUDBURY,CO10 2SF,52.03533600000000,0.74343700000000,0,0,0,Suffolk
526995,fhrs_5_en-GB,FHRS,5,Hare And Hounds,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111385,foodsafety@baberghmidsuffolk.gov.uk,2017-10-10,,Harrow Street,Leavenheath,COLCHESTER,CO6 4PW,52.00050200000000,0.84886500000000,0,5,5,Essex
526720,fhrs_4_en-GB,FHRS,4,Hare And Hounds,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000054523,foodsafety@baberghmidsuffolk.gov.uk,2018-02-02,,Heath Road,East Bergholt,COLCHESTER,CO7 6RL,51.97846100000000,1.02186600000000,10,5,5,Essex
852522,fhrs_2_en-GB,FHRS,2,Hare Inn,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173580,foodsafety@baberghmidsuffolk.gov.uk,2017-09-21,,High Street,Long Melford,SUDBURY,CO10 9DF,52.08786200000000,0.72419100000000,10,15,10,Suffolk
1003886,fhrs_5_en-GB,FHRS,5,Hartest Brewing Co,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000101009,foodsafety@baberghmidsuffolk.gov.uk,2017-09-25,,,,,,,,0,5,0,
776641,fhrs_5_en-GB,FHRS,5,Hartest Cafe,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170699,foodsafety@baberghmidsuffolk.gov.uk,2015-07-10,,Boxted and Hartest Institute,The Green,Hartest,IP29 4DH,52.14044000000000,0.67921100000000,0,0,0,BURY ST EDMUNDS
526794,fhrs_5_en-GB,FHRS,5,Hartest CEVC Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100625,foodsafety@baberghmidsuffolk.gov.uk,2017-04-28,,Hartest Church of England Voluntary Controlled Primary Schoo,The Row,Hartest,IP29 4DH,52.14044100000000,0.67921200000000,0,5,0,BURY ST EDMUNDS
526397,fhrs_5_en-GB,FHRS,5,Hartest Pre-School,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000017283,foodsafety@baberghmidsuffolk.gov.uk,2017-01-16,,Hartest Church of England Voluntary Controlled Primary Schoo,The Row,Hartest,IP29 4DH,52.14044100000000,0.67921200000000,0,0,0,BURY ST EDMUNDS
809723,fhrs_5_en-GB,FHRS,5,Hartest Smokehouse,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000170266,foodsafety@baberghmidsuffolk.gov.uk,2015-09-29,,,,,,,,0,0,0,
526625,fhrs_4_en-GB,FHRS,4,Hazeldell Residential Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000044580,foodsafety@baberghmidsuffolk.gov.uk,2017-06-27,,Elton Park,Sproughton,IPSWICH,IP2 0DG,52.05848300000000,1.11858700000000,0,10,5,Suffolk
526273,fhrs_5_en-GB,FHRS,5,Hazell Court Residential Care Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000012251,foodsafety@baberghmidsuffolk.gov.uk,2017-07-11,,Acton Lane,SUDBURY,Suffolk,CO10 1QN,52.04295400000000,0.73528400000000,5,0,5,
892190,fhrs_5_en-GB,FHRS,5,Health Foods For You,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000173994,foodsafety@baberghmidsuffolk.gov.uk,2016-06-10,,75 North Street,SUDBURY,Suffolk,CO10 1RF,52.04032200000000,0.73087900000000,0,0,0,
526523,fhrs_exempt_en-GB,FHRS,Exempt,Hedgerows Farm Shop & Nursery,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000033865,foodsafety@baberghmidsuffolk.gov.uk,2012-07-03,,Hedgerows Farm,The Street,Brent Eleigh,CO10 9NU,52.09388000000000,0.83616700000000,,,,SUDBURY
526566,fhrs_5_en-GB,FHRS,5,Heeks,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000037934,foodsafety@baberghmidsuffolk.gov.uk,2017-02-13,,13 Market Place,Lavenham,SUDBURY,CO10 9QZ,52.10906000000000,0.79670200000000,0,0,0,Suffolk
838808,fhrs_awaitinginspection_en-GB,FHRS,AwaitingInspection,Hewicks Haulage Ltd,Distributors/Transporters,7,False,297,Babergh,http://www.babergh.gov.uk/,PI/000109762,foodsafety@baberghmidsuffolk.gov.uk,,true,Loft Farm,Cross Green,Cockfield,IP30 0LJ,52.16944900000000,0.76464100000000,,,,BURY ST EDMUNDS
526520,fhrs_5_en-GB,FHRS,5,Hill House B & B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000033700,foodsafety@baberghmidsuffolk.gov.uk,2013-05-21,,Hill House,Wades Lane,Shotley,IP9 1EW,51.98504800000000,1.25738400000000,5,5,0,IPSWICH
989360,fhrs_5_en-GB,FHRS,5,Hill Lodge Hotel,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000176374,foodsafety@baberghmidsuffolk.gov.uk,2017-07-13,,Hill Lodge,8 Newton Road,SUDBURY,CO10 2RL,52.03854700000000,0.73647400000000,0,0,5,Suffolk
526465,fhrs_5_en-GB,FHRS,5,Hillside Retirement Home,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000022161,foodsafety@baberghmidsuffolk.gov.uk,2016-05-31,,20 Kings Hill,Great Cornard,SUDBURY,CO10 0EH,52.03272700000000,0.74310200000000,5,5,0,Suffolk
526428,fhrs_5_en-GB,FHRS,5,Hillside Special School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000020501,foodsafety@baberghmidsuffolk.gov.uk,2016-05-19,,Hitchcock Place,SUDBURY,Suffolk,CO10 1NN,52.04818100000000,0.73248200000000,0,0,0,
526128,fhrs_5_en-GB,FHRS,5,Hintlesham & Chattisham CEVC Primary,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000000753,foodsafety@baberghmidsuffolk.gov.uk,2017-11-13,,Hintlesham And Chattisham CEVCP Primary School,George Street,Hintlesham,IP8 3NH,52.04943100000000,1.04488900000000,0,5,0,IPSWICH
526994,fhrs_exempt_en-GB,FHRS,Exempt,Hintlesham Barns,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000111166,foodsafety@baberghmidsuffolk.gov.uk,2011-12-15,,College Farm,Back Road,Hintlesham,IP8 3NT,52.05193800000000,1.02473800000000,,,,IPSWICH
527032,fhrs_5_en-GB,FHRS,5,Hintlesham Community Lunch,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000166533,foodsafety@baberghmidsuffolk.gov.uk,2015-10-22,,Community Centre,Timperleys,Hintlesham,IP8 3PS,52.04943500000000,1.04019200000000,0,5,5,IPSWICH
526918,fhrs_5_en-GB,FHRS,5,Hintlesham Fisheries Ltd,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110274,foodsafety@baberghmidsuffolk.gov.uk,2013-06-18,,Fenn Farm,Hadleigh Road,Burstall,IP8 3EG,52.05166000000000,1.07125500000000,0,0,5,IPSWICH
526365,fhrs_5_en-GB,FHRS,5,Hintlesham Golf Club,Restaurant/Cafe/Canteen,1,False,297,Babergh,http://www.babergh.gov.uk/,PI/000016424,foodsafety@baberghmidsuffolk.gov.uk,2017-09-11,,George Street,Hintlesham,IPSWICH,IP8 3JG,52.05568800000000,1.03695500000000,0,5,5,Suffolk
526207,fhrs_5_en-GB,FHRS,5,Hintlesham Hall,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000006201,foodsafety@baberghmidsuffolk.gov.uk,2017-01-17,,Hintlesham Hall Hotel,George Street,Hintlesham,IP8 3NS,52.05363000000000,1.03691700000000,5,5,5,IPSWICH
526822,fhrs_exempt_en-GB,FHRS,Exempt,Hintlesham Rare Breed Sausages,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000101962,foodsafety@baberghmidsuffolk.gov.uk,2013-04-05,,,,,,,,,,,
768359,fhrs_4_en-GB,FHRS,4,Hitcham Post Office & Stores,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000171147,foodsafety@baberghmidsuffolk.gov.uk,2017-05-26,,The Causeway,Hitcham,IPSWICH,IP7 7NE,52.12933100000000,0.90229100000000,0,10,10,Suffolk
526841,fhrs_5_en-GB,FHRS,5,Holbecks House B&B,Hotel/bed & breakfast/guest house,7842,False,297,Babergh,http://www.babergh.gov.uk/,PI/000104692,foodsafety@baberghmidsuffolk.gov.uk,2013-03-20,,Holbecks,Potts Lane,Layham,IP7 5PF,52.03776800000000,0.94331100000000,0,0,0,IPSWICH
526825,fhrs_exempt_en-GB,FHRS,Exempt,Holbrook & Dist Pre-school Playgroup,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000102432,foodsafety@baberghmidsuffolk.gov.uk,2012-06-19,,Playgroup R-O,Holbrook CP School,The Street,IP9 2PZ,51.98535900000000,1.15653100000000,,,,Holbrook
812412,fhrs_5_en-GB,FHRS,5,Holbrook Academy,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000168254,foodsafety@baberghmidsuffolk.gov.uk,2017-04-18,,Holbrook High School,Ipswich Road,Holbrook,IP9 2QX,51.98894700000000,1.15854600000000,0,0,0,IPSWICH
526518,fhrs_exempt_en-GB,FHRS,Exempt,Holbrook Honey,Farmers/growers,7838,False,297,Babergh,http://www.babergh.gov.uk/,PI/000033685,foodsafety@baberghmidsuffolk.gov.uk,2012-08-06,,,,,,,,,,,
526139,fhrs_exempt_en-GB,FHRS,Exempt,Holbrook Methodist Church,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000001449,foodsafety@baberghmidsuffolk.gov.uk,2012-11-23,,The Street,Holbrook,IPSWICH,IP9 2PZ,51.98535900000000,1.15653100000000,,,,Suffolk
526138,fhrs_5_en-GB,FHRS,5,Holbrook Primary School,School/college/university,7845,False,297,Babergh,http://www.babergh.gov.uk/,PI/000001446,foodsafety@baberghmidsuffolk.gov.uk,2017-10-12,,Holbrook County Primary School,The Street,Holbrook,IP9 2PZ,51.98535900000000,1.15653100000000,5,5,5,IPSWICH
526327,fhrs_exempt_en-GB,FHRS,Exempt,Holbrook Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015995,foodsafety@baberghmidsuffolk.gov.uk,,true,The Street,Holbrook,IPSWICH,IP9 2PZ,51.98535900000000,1.15653100000000,,,,Suffolk
526770,fhrs_exempt_en-GB,FHRS,Exempt,Holland & Barrett,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000100273,foodsafety@baberghmidsuffolk.gov.uk,2011-08-22,,20 Market Hill,SUDBURY,Suffolk,CO10 2EA,52.03868300000000,0.73022600000000,,,,
1021343,fhrs_5_en-GB,FHRS,5,Hollingsworths Stores,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000177490,foodsafety@baberghmidsuffolk.gov.uk,2017-12-06,,Shop,Chestnut House,Main Road,IP9 1DX,51.98918700000000,1.20687100000000,0,5,5,Chelmondiston
526828,fhrs_5_en-GB,FHRS,5,Hollow Trees Farm,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000102459,foodsafety@baberghmidsuffolk.gov.uk,2017-02-20,,Farm Shop,Hollow Trees,Hadleigh Road,IP7 6HX,52.07718500000000,0.90788200000000,0,5,0,Semer
526328,fhrs_exempt_en-GB,FHRS,Exempt,Holton St Mary Village Hall,Other catering premises,7841,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015996,foodsafety@baberghmidsuffolk.gov.uk,2010-08-13,,Hadleigh Road,Holton St Mary,COLCHESTER,CO7 6NW,51.99156600000000,0.99860900000000,,,,Essex
526310,fhrs_5_en-GB,FHRS,5,Home Farm House,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000015922,foodsafety@baberghmidsuffolk.gov.uk,2016-05-20,,,,,,,,0,0,5,
951883,fhrs_5_en-GB,FHRS,5,Home Food Manufacturer,Manufacturers/packers,7839,False,297,Babergh,http://www.babergh.gov.uk/,PI/000017957,foodsafety@baberghmidsuffolk.gov.uk,2017-03-09,,,,,,,,0,0,0,
526927,fhrs_exempt_en-GB,FHRS,Exempt,Honey Bees Nursery,Hospitals/Childcare/Caring Premises,5,False,297,Babergh,http://www.babergh.gov.uk/,PI/000110298,foodsafety@baberghmidsuffolk.gov.uk,2010-11-17,,Village Hall,The Causeway,Hitcham,IP7 7NE,52.12933100000000,0.90229100000000,,,,IPSWICH
771841,fhrs_5_en-GB,FHRS,5,Honmade,Retailers - other,4613,False,297,Babergh,http://www.babergh.gov.uk/,PI/000008175,foodsafety@baberghmidsuffolk.gov.uk,2015-06-25,,,,,,,,0,0,0,
982299,fhrs_5_en-GB,FHRS,5,Horse and Groom,Pub/bar/nightclub,7843,False,297,Babergh,http://www.babergh.gov.uk/,PI/000175722,foodsafety@baberghmidsuffolk.gov.uk,2017-06-29,,35 East Street,SUDBURY,Suffolk,CO10 2TU,52.04129000000000,0.73411800000000,0,0,0,
